Age,Gender,Occupation,Country,Sleep_Hours_Scaled,Sleep_Hours_Scaled,Sleep_Hours_Scaled,Work_Hours_Scaled,Work_Hours_Scaled,Work_Hours_Scaled,Physical_Activity_Hours_Scaled,Physical_Activity_Hours_Scaled,Physical_Activity_Hours_Scaled,Social_Media_Usage_Scaled,Social_Media_Usage_Scaled,Social_Media_Usage_Scaled,Diet_Quality_Encoded_Scaled,Diet_Quality_Encoded_Scaled,Diet_Quality_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Smoking_Habit_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Alcohol_Consumption_Encoded_Scaled,Stress_Level
48,Non-binary,Sales,Canada,0.25,0.25,0.25,0.22000000000000008,0.22000000000000008,0.22000000000000008,0.4,0.4,0.4,0.7636363636363637,0.7636363636363637,0.7636363636363637,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
56,Prefer not to say,Healthcare,Germany,0.85,0.85,0.85,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
61,Prefer not to say,Other,Canada,0.43333333333333324,0.43333333333333324,0.43333333333333324,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.34545454545454546,0.34545454545454546,0.34545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
22,Non-binary,Healthcare,Canada,0.6,0.6,0.6,1.0,1.0,1.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.2909090909090909,0.2909090909090909,0.2909090909090909,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
35,Male,Finance,Canada,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,High
33,Prefer not to say,Other,Germany,0.2333333333333334,0.2333333333333334,0.2333333333333334,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
36,Male,Sales,UK,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.2,0.2,0.2,0.4727272727272728,0.4727272727272728,0.4727272727272728,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,High
63,Non-binary,Education,India,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.7400000000000001,0.7400000000000001,0.7400000000000001,0.5,0.5,0.5,0.9454545454545454,0.9454545454545454,0.9454545454545454,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
35,Prefer not to say,Engineering,USA,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7636363636363637,0.7636363636363637,0.7636363636363637,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,High
20,Prefer not to say,Finance,Germany,0.9499999999999998,0.9499999999999998,0.9499999999999998,0.5200000000000001,0.5200000000000001,0.5200000000000001,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.21818181818181817,0.21818181818181817,0.21818181818181817,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
56,Non-binary,Finance,Other,0.43333333333333324,0.43333333333333324,0.43333333333333324,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.054545454545454564,0.054545454545454564,0.054545454545454564,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
60,Male,Finance,Canada,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.6,0.6,0.6,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.8545454545454546,0.8545454545454546,0.8545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
60,Male,IT,UK,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.5,0.5,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
52,Prefer not to say,Education,Australia,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.64,0.64,0.64,1.0,1.0,1.0,0.7454545454545454,0.7454545454545454,0.7454545454545454,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,High
18,Female,IT,India,0.43333333333333324,0.43333333333333324,0.43333333333333324,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.8,0.8,0.8,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
64,Male,Other,USA,0.85,0.85,0.85,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.1,0.1,0.1,0.36363636363636365,0.36363636363636365,0.36363636363636365,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,High
62,Prefer not to say,Sales,Other,0.5166666666666665,0.5166666666666665,0.5166666666666665,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.0,0.0,0.0,0.9272727272727271,0.9272727272727271,0.9272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
21,Male,Finance,Germany,0.2333333333333334,0.2333333333333334,0.2333333333333334,0.84,0.84,0.84,1.0,1.0,1.0,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
32,Female,Other,India,0.5166666666666665,0.5166666666666665,0.5166666666666665,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8727272727272727,0.8727272727272727,0.8727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High
65,Female,Engineering,India,0.9,0.9,0.9,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low
20,Prefer not to say,Other,Canada,0.2333333333333334,0.2333333333333334,0.2333333333333334,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.2,0.2,0.2,0.9636363636363635,0.9636363636363635,0.9636363636363635,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
44,Prefer not to say,Finance,Canada,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.64,0.64,0.64,0.2,0.2,0.2,0.890909090909091,0.890909090909091,0.890909090909091,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
27,Female,Finance,Canada,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.24,0.24,0.24,0.0,0.0,0.0,0.6545454545454544,0.6545454545454544,0.6545454545454544,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,High
25,Prefer not to say,Healthcare,Canada,0.45000000000000007,0.45000000000000007,0.45000000000000007,0.7800000000000001,0.7800000000000001,0.7800000000000001,0.0,0.0,0.0,0.4,0.4,0.4,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,High
63,Prefer not to say,Finance,Germany,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.1,0.1,0.1,0.2545454545454545,0.2545454545454545,0.2545454545454545,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low
50,Female,Sales,India,0.6333333333333332,0.6333333333333332,0.6333333333333332,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.509090909090909,0.509090909090909,0.509090909090909,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Low
31,Prefer not to say,Engineering,Other,0.5166666666666665,0.5166666666666665,0.5166666666666665,1.0,1.0,1.0,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.6727272727272727,0.6727272727272727,0.6727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
61,Female,Finance,USA,0.2333333333333334,0.2333333333333334,0.2333333333333334,0.62,0.62,0.62,0.9,0.9,0.9,0.2545454545454545,0.2545454545454545,0.2545454545454545,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Medium
43,Female,Education,UK,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.7400000000000001,0.7400000000000001,0.7400000000000001,0.4,0.4,0.4,0.6909090909090909,0.6909090909090909,0.6909090909090909,1.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
45,Prefer not to say,Engineering,Other,0.0,0.0,0.0,0.14,0.14,0.14,0.4,0.4,0.4,0.8,0.8,0.8,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,High
45,Non-binary,Finance,USA,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.6,0.6,0.6,0.9,0.9,0.9,0.23636363636363636,0.23636363636363636,0.23636363636363636,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
58,Female,IT,Germany,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.9,0.9,0.9,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Medium
26,Male,Healthcare,Germany,0.18333333333333324,0.18333333333333324,0.18333333333333324,0.38,0.38,0.38,0.0,0.0,0.0,0.14545454545454548,0.14545454545454548,0.14545454545454548,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
23,Male,Finance,Germany,0.8833333333333334,0.8833333333333334,0.8833333333333334,0.08000000000000007,0.08000000000000007,0.08000000000000007,0.4,0.4,0.4,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,Medium
46,Female,Other,Australia,0.31666666666666676,0.31666666666666676,0.31666666666666676,0.5200000000000001,0.5200000000000001,0.5200000000000001,1.0,1.0,1.0,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Low
46,Male,Healthcare,UK,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.6,0.6,0.6,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
20,Non-binary,Sales,Australia,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.9,0.9,0.9,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
38,Female,Healthcare,Other,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.26,0.26,0.26,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2909090909090909,0.2909090909090909,0.2909090909090909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
27,Non-binary,Engineering,Germany,0.5166666666666665,0.5166666666666665,0.5166666666666665,0.06000000000000005,0.06000000000000005,0.06000000000000005,0.8,0.8,0.8,0.890909090909091,0.890909090909091,0.890909090909091,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
53,Prefer not to say,Finance,UK,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.4600000000000001,0.4600000000000001,0.4600000000000001,0.1,0.1,0.1,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
26,Male,Finance,USA,0.9499999999999998,0.9499999999999998,0.9499999999999998,0.12,0.12,0.12,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Low
47,Non-binary,IT,Australia,0.18333333333333324,0.18333333333333324,0.18333333333333324,0.14,0.14,0.14,0.9,0.9,0.9,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Low
63,Male,Healthcare,India,0.8833333333333334,0.8833333333333334,0.8833333333333334,0.88,0.88,0.88,1.0,1.0,1.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Low
28,Female,Engineering,Canada,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7800000000000001,0.7800000000000001,0.7800000000000001,0.1,0.1,0.1,0.509090909090909,0.509090909090909,0.509090909090909,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
60,Female,IT,Germany,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.0,0.0,0.0,0.5,0.5,0.5,0.4363636363636363,0.4363636363636363,0.4363636363636363,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Low
28,Male,Engineering,Australia,0.6333333333333332,0.6333333333333332,0.6333333333333332,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.2,0.2,0.2,0.7454545454545454,0.7454545454545454,0.7454545454545454,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
53,Female,Healthcare,Other,0.3666666666666666,0.3666666666666666,0.3666666666666666,0.5400000000000001,0.5400000000000001,0.5400000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.0,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
34,Male,Education,USA,0.25,0.25,0.25,0.12,0.12,0.12,0.2,0.2,0.2,0.9818181818181818,0.9818181818181818,0.9818181818181818,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,High
50,Female,Other,Canada,0.9,0.9,0.9,0.64,0.64,0.64,1.0,1.0,1.0,0.49090909090909096,0.49090909090909096,0.49090909090909096,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
34,Female,IT,UK,0.5166666666666665,0.5166666666666665,0.5166666666666665,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.5,0.5,0.5,0.5636363636363636,0.5636363636363636,0.5636363636363636,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
29,Non-binary,IT,Other,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.82,0.82,0.82,0.4,0.4,0.4,0.23636363636363636,0.23636363636363636,0.23636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High
58,Female,Other,Australia,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.06000000000000005,0.06000000000000005,0.06000000000000005,0.5,0.5,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
29,Prefer not to say,Engineering,UK,0.9499999999999998,0.9499999999999998,0.9499999999999998,0.16000000000000003,0.16000000000000003,0.16000000000000003,1.0,1.0,1.0,0.4727272727272728,0.4727272727272728,0.4727272727272728,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
54,Female,IT,Other,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.26,0.26,0.26,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.4545454545454545,0.4545454545454545,0.4545454545454545,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
44,Male,Finance,Australia,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.36,0.36,0.36,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,High
32,Prefer not to say,Healthcare,USA,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.6,0.6,0.6,0.9,0.9,0.9,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,High
42,Female,Sales,Other,0.8166666666666668,0.8166666666666668,0.8166666666666668,0.9,0.9,0.9,0.2,0.2,0.2,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,High
18,Female,Sales,USA,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.2545454545454545,0.2545454545454545,0.2545454545454545,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
52,Non-binary,IT,Australia,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.88,0.88,0.88,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.5818181818181818,0.5818181818181818,0.5818181818181818,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,High
40,Prefer not to say,Other,Germany,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.7400000000000001,0.7400000000000001,0.7400000000000001,0.4,0.4,0.4,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High
55,Female,Other,USA,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
29,Non-binary,Healthcare,USA,0.4,0.4,0.4,1.0,1.0,1.0,0.4,0.4,0.4,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
27,Prefer not to say,Sales,Canada,0.3833333333333332,0.3833333333333332,0.3833333333333332,0.4,0.4,0.4,0.5,0.5,0.5,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
33,Female,Engineering,USA,0.6,0.6,0.6,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.1,0.1,0.1,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.5,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
45,Female,Healthcare,Germany,0.06666666666666676,0.06666666666666676,0.06666666666666676,0.06000000000000005,0.06000000000000005,0.06000000000000005,0.2,0.2,0.2,0.7818181818181817,0.7818181818181817,0.7818181818181817,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
64,Prefer not to say,Healthcare,UK,0.43333333333333324,0.43333333333333324,0.43333333333333324,0.10000000000000009,0.10000000000000009,0.10000000000000009,1.0,1.0,1.0,0.509090909090909,0.509090909090909,0.509090909090909,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
31,Female,Finance,Australia,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.4181818181818181,0.4181818181818181,0.4181818181818181,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
49,Non-binary,Finance,Australia,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.2909090909090909,0.2909090909090909,0.2909090909090909,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Low
52,Non-binary,Healthcare,Other,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
56,Non-binary,IT,Other,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Medium
57,Prefer not to say,Education,Other,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.7400000000000001,0.7400000000000001,0.7400000000000001,0.8,0.8,0.8,0.5636363636363636,0.5636363636363636,0.5636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
31,Female,Other,Australia,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7800000000000001,0.7800000000000001,0.7800000000000001,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.7454545454545454,0.7454545454545454,0.7454545454545454,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,High
64,Prefer not to say,Education,Other,0.6833333333333332,0.6833333333333332,0.6833333333333332,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.0,0.0,0.0,0.4727272727272728,0.4727272727272728,0.4727272727272728,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,High
48,Prefer not to say,IT,India,0.6333333333333332,0.6333333333333332,0.6333333333333332,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.0,0.0,0.0,0.890909090909091,0.890909090909091,0.890909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
20,Female,Sales,Other,0.7833333333333331,0.7833333333333331,0.7833333333333331,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.0,0.0,0.0,0.8545454545454546,0.8545454545454546,0.8545454545454546,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,High
49,Non-binary,IT,Canada,0.8833333333333334,0.8833333333333334,0.8833333333333334,0.4600000000000001,0.4600000000000001,0.4600000000000001,0.2,0.2,0.2,0.6545454545454544,0.6545454545454544,0.6545454545454544,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,Medium
52,Female,IT,India,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.2,0.2,0.2,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,Medium
28,Non-binary,Healthcare,Germany,0.5666666666666668,0.5666666666666668,0.5666666666666668,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.4,0.4,0.4,0.6,0.6,0.6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
45,Prefer not to say,Other,Australia,0.45000000000000007,0.45000000000000007,0.45000000000000007,0.7800000000000001,0.7800000000000001,0.7800000000000001,0.5,0.5,0.5,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,High
59,Prefer not to say,Sales,Other,0.7666666666666665,0.7666666666666665,0.7666666666666665,0.9,0.9,0.9,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.018181818181818174,0.018181818181818174,0.018181818181818174,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Low
38,Female,Sales,Australia,0.5499999999999999,0.5499999999999999,0.5499999999999999,0.3400000000000001,0.3400000000000001,0.3400000000000001,0.2,0.2,0.2,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,High
55,Non-binary,Engineering,Canada,0.7666666666666665,0.7666666666666665,0.7666666666666665,0.26,0.26,0.26,0.1,0.1,0.1,0.07272727272727272,0.07272727272727272,0.07272727272727272,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Low
42,Non-binary,Education,Australia,0.04999999999999993,0.04999999999999993,0.04999999999999993,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.0,0.0,0.0,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,High
43,Non-binary,IT,Canada,0.016666666666666607,0.016666666666666607,0.016666666666666607,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.0,0.0,0.0,0.8,0.8,0.8,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,High
38,Male,Engineering,India,0.45000000000000007,0.45000000000000007,0.45000000000000007,0.0,0.0,0.0,1.0,1.0,1.0,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Medium
57,Male,Other,India,0.6333333333333332,0.6333333333333332,0.6333333333333332,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.9,0.9,0.9,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Medium
